,config,energy,magnetization
0,"[[-1 -1 -1 -1 -1  1  1  1  1 -1]
 [-1 -1 -1 -1 -1 -1 -1  1  1 -1]
 [ 1  1 -1 -1 -1 -1 -1 -1 -1 -1]
 [ 1  1 -1 -1 -1 -1 -1 -1 -1  1]
 [ 1  1  1 -1 -1 -1 -1 -1 -1  1]
 [ 1  1  1 -1 -1 -1 -1 -1 -1  1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [ 1  1  1 -1 -1 -1 -1  1  1  1]
 [ 1  1  1 -1 -1  1  1  1  1  1]
 [-1 -1 -1 -1 -1  1  1  1  1  1]]",-1.16,-0.24
1,"[[-1 -1 -1 -1  1  1 -1 -1  1  1]
 [-1 -1 -1 -1  1  1 -1 -1  1  1]
 [-1 -1 -1 -1  1  1  1  1  1  1]
 [ 1  1 -1 -1  1 -1 -1 -1  1  1]
 [ 1  1  1  1  1 -1 -1 -1  1  1]
 [ 1  1  1  1  1  1  1  1  1  1]
 [ 1  1  1  1  1  1  1  1  1  1]
 [ 1  1  1 -1 -1  1  1  1  1  1]
 [ 1  1  1 -1 -1  1  1  1  1  1]
 [ 1 -1 -1 -1 -1  1  1  1  1  1]]",-1.16,0.36
2,"[[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [ 1  1 -1  1  1 -1 -1 -1 -1 -1]
 [ 1  1 -1  1  1  1 -1 -1 -1  1]
 [ 1  1 -1 -1  1  1 -1 -1 -1  1]
 [ 1  1 -1 -1 -1 -1 -1 -1 -1  1]
 [ 1  1 -1 -1 -1 -1 -1 -1 -1  1]
 [ 1  1 -1 -1 -1 -1 -1 -1 -1  1]]",-1.4,-0.52
3,"[[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [ 1  1 -1 -1 -1 -1 -1 -1 -1 -1]
 [ 1  1  1  1  1  1 -1 -1 -1 -1]
 [ 1  1  1  1  1  1  1  1 -1 -1]
 [ 1  1  1  1  1  1  1  1  1  1]
 [ 1  1  1  1  1  1  1  1  1  1]
 [ 1  1 -1 -1 -1  1  1  1  1  1]
 [ 1 -1 -1 -1 -1  1  1  1  1  1]
 [ 1 -1 -1 -1 -1  1  1  1  1  1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]]",-1.36,0.1
4,"[[-1 -1 -1 -1 -1  1  1  1 -1 -1]
 [-1 -1 -1 -1 -1 -1  1  1 -1 -1]
 [-1 -1 -1 -1 -1 -1  1  1  1 -1]
 [-1 -1 -1 -1 -1 -1  1  1  1 -1]
 [-1 -1  1  1 -1 -1 -1 -1 -1 -1]
 [ 1  1  1  1 -1 -1 -1 -1  1  1]
 [ 1  1  1  1 -1 -1 -1 -1  1  1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [ 1  1  1 -1 -1 -1 -1 -1 -1 -1]
 [ 1  1  1 -1 -1  1  1 -1 -1 -1]]",-1.08,-0.34
5,"[[ 1  1  1  1  1  1  1  1  1  1]
 [ 1  1  1  1  1  1  1 -1 -1 -1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [-1 -1 -1  1  1  1  1 -1 -1 -1]
 [-1 -1 -1  1  1  1  1  1  1  1]
 [ 1 -1 -1  1  1  1 -1 -1  1  1]
 [ 1 -1 -1  1  1  1 -1 -1  1  1]]",-1.24,-0.2
6,"[[-1 -1  1  1 -1 -1 -1  1  1  1]
 [-1  1  1  1  1  1  1  1  1 -1]
 [-1  1  1  1  1  1  1  1  1 -1]
 [ 1  1  1  1  1 -1 -1  1  1  1]
 [ 1  1  1  1 -1 -1 -1  1  1  1]
 [-1  1  1  1 -1 -1 -1 -1 -1 -1]
 [-1  1  1 -1 -1 -1 -1 -1 -1 -1]
 [-1  1  1 -1 -1 -1 -1 -1 -1 -1]
 [-1 -1  1 -1 -1 -1 -1 -1 -1 -1]
 [-1 -1  1 -1 -1 -1 -1  1  1  1]]",-1.12,-0.04
7,"[[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [ 1 -1 -1 -1  1  1  1  1  1  1]
 [ 1 -1 -1 -1  1  1  1  1  1  1]
 [-1 -1 -1 -1  1  1 -1 -1 -1 -1]
 [-1 -1 -1  1  1  1 -1 -1 -1 -1]
 [ 1 -1 -1  1  1  1 -1 -1 -1  1]
 [ 1 -1 -1  1  1  1  1  1  1  1]
 [ 1 -1 -1  1  1  1  1  1  1  1]
 [ 1 -1 -1 -1 -1 -1  1  1  1  1]
 [-1 -1 -1 -1 -1 -1  1  1 -1 -1]]",-1.08,-0.06
8,"[[-1 -1 -1 -1 -1  1  1  1 -1 -1]
 [-1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
 [-1 -1 -1 -1 -1  1  1  1  1  1]
 [-1 -1 -1 -1 -1  1  1  1  1  1]
 [-1  1  1  1  1  1  1  1  1  1]
 [-1  1  1  1  1  1  1  1  1 -1]
 [-1 -1 -1  1  1  1  1  1  1 -1]
 [-1 -1 -1 -1 -1 -1  1  1  1  1]
 [-1 -1 -1 -1 -1 -1  1  1  1  1]
 [-1 -1 -1 -1 -1  1  1  1  1  1]]",-1.2,-0.02
9,"[[ 1 -1  1  1  1  1  1  1  1  1]
 [ 1 -1  1  1  1  1  1  1  1  1]
 [-1 -1  1  1  1  1  1 -1 -1 -1]
 [ 1  1  1  1  1  1  1 -1 -1 -1]
 [ 1  1  1  1  1  1  1 -1 -1 -1]
 [ 1  1  1  1  1  1  1 -1 -1 -1]
 [ 1  1  1 -1 -1  1  1  1  1  1]
 [ 1  1  1 -1 -1  1  1  1  1  1]
 [ 1  1 -1 -1 -1  1  1  1  1  1]
 [ 1 -1 -1  1  1  1  1  1  1  1]]",-1.28,0.5
